Unnamed: 0,Artist (Ind.),Year,Month,Rank,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Points (Total),Appearances,artist_popularity
1075,Yandel,2017,5,87.34482758620689,0.792,0.819,-5418.0,0.087,0.031,0.433,113.65517241379312,29,81.0
1076,Young Thug,2017,5,200.0,0.711,0.739,-3804.0,0.129,0.114,0.43,1.0,1,86.0
1077,ZAYN,2017,5,55.48275862068966,0.7414999999999999,0.539,-7201.5,0.0615,0.097,0.305,145.51724137931035,58,78.0
1078,Zara Larsson,2017,5,166.125,0.6670000000000001,0.648,-6398.0,0.063,0.024,0.589,34.875,24,78.0
1079,Zedd,2017,5,52.793103448275865,0.6575000000000001,0.6335000000000001,-2514.115,0.0955,0.3015,0.505,148.20689655172413,58,76.0
1080,Zeeba,2017,5,127.31428571428572,0.7766857142857143,0.5002857142857142,-7102.4857142857145,0.0408,0.4526571428571429,0.4795142857142857,73.68571428571428,35,64.0
1081,Zion & Lennox,2017,5,121.0,0.7965000000000001,0.796,-4716.0,0.081,0.0905,0.6615,80.0,58,77.0
1082,blackbear,2017,5,91.51724137931036,0.745,0.595,-6.35,0.049,0.0049999999999999,0.169,109.48275862068964,29,75.0
1083,cho,2017,5,151.78,0.77524,0.89916,-3563.14,0.12316,0.12066,0.6132,49.22,50,56.0
1084,gnash,2017,5,192.375,0.492,0.275,-13.4,0.3,0.687,0.18,8.625,8,63.0
1085,2 Chainz,2017,6,126.3877551020408,0.8082857142857143,0.5289183673469388,-445.4526530612245,0.3205510204081632,0.1086326530612245,0.3324489795918367,74.61224489795919,49,76.0
1086,A Boogie Wit da Hoodie,2017,6,94.51724137931036,0.839,0.81,-5274.0,0.057,0.501,0.814,106.48275862068964,29,79.0
1087,AJR,2017,6,128.06896551724137,0.672896551724138,0.6375172413793103,-4521.517241379311,0.0433103448275862,0.1359655172413793,0.6757241379310345,72.93103448275862,29,29.0
1088,Alan Walker,2017,6,143.94827586206895,0.6394999999999998,0.7635000000000001,-4628.0,0.045,0.0359999999999999,0.3295,57.05172413793103,58,82.0
1089,Alessia Cara,2017,6,115.66176470588236,0.4825882352941176,0.5901617647058823,-7416.7411764705885,0.197235294117647,0.3138823529411764,0.2863823529411765,85.33823529411765,68,75.0
1090,Alex Aiono,2017,6,157.89655172413794,0.755,0.719,-5316.0,0.0419999999999999,0.001,0.813,43.10344827586207,29,47.0
1091,Alok,2017,6,139.26666666666668,0.7858,0.4436666666666667,-7629.733333333334,0.0417666666666666,0.5206000000000001,0.4646,61.73333333333333,30,15.0
1092,Anitta,2017,6,146.82758620689654,0.695,0.775,-5041.0,0.089,0.012,0.869,54.172413793103445,29,84.0
1093,Anne-Marie,2017,6,152.96666666666667,0.6957666666666665,0.8705999999999999,-3166.8,0.0916999999999999,0.1276666666666666,0.4573,48.03333333333333,30,79.0
1094,Anuel AA,2017,6,102.3793103448276,0.639,0.869,-4024.0,0.147,0.27,0.7670000000000001,98.6206896551724,29,89.0
1095,Arcangel,2017,6,50.82758620689656,0.708,0.693,-5516.0,0.138,0.246,0.427,150.17241379310346,29,84.0
1096,Ariana Grande,2017,6,130.63768115942028,0.6363333333333334,0.6891304347826086,-5459.289855072464,0.1355217391304348,0.0652898550724637,0.3696376811594202,70.3623188405797,69,93.0
1097,Axwell /\ Ingrosso,2017,6,44.62068965517241,0.6441379310344828,0.7427241379310345,-5000.206896551724,0.0357241379310344,0.0337241379310344,0.5426206896551724,156.3793103448276,29,66.0
1098,Ayo & Teo,2017,6,150.24137931034485,0.804,0.886,-2512.0,0.0399999999999999,0.0839999999999999,0.789,50.75862068965517,29,56.0
1099,BIA,2017,6,165.75862068965515,0.508,0.687,-4361.0,0.326,0.551,0.555,35.241379310344826,29,8.0
1100,Bad Bunny,2017,6,197.25,0.716,0.461,-9455.0,0.061,0.545,0.535,3.75,4,95.0
1101,Bebe Rexha,2017,6,146.84848484848484,0.4945909090909091,0.6060606060606061,-6009.106060606061,0.0747727272727272,0.0329696969696969,0.2833636363636363,54.15151515151515,66,81.0
1102,Big Sean,2017,6,108.3103448275862,0.78,0.575,-5628.0,0.139,0.106,0.273,92.6896551724138,29,78.0
1103,Boef,2017,6,192.0,0.94,0.803,-4057.0,0.113,0.537,0.89,9.0,1,65.0
1104,Bruno Mars,2017,6,65.3,0.8297333333333333,0.6800333333333334,-4652.633333333333,0.0599499999999999,0.0277833333333333,0.7359666666666667,135.7,60,96.0
1105,Bruno Martini,2017,6,139.26666666666668,0.7858,0.4436666666666667,-7629.733333333334,0.0417666666666666,0.5206000000000001,0.4646,61.73333333333333,30,64.0
1106,Bryson Tiller,2017,6,184.83333333333331,0.646,0.7559999999999999,-9017.0,0.488,0.393,0.602,16.166666666666668,6,83.0
1107,Burak Yeter,2017,6,70.48275862068965,0.841,0.639,-6052.0,0.069,0.016,0.675,130.51724137931035,29,57.0
1108,CNCO,2017,6,86.03448275862068,0.7765,0.8284999999999999,-4245.5,0.0684999999999999,0.2155,0.5715,114.96551724137932,58,68.0
1109,Cali Y El Dandee,2017,6,191.75,0.724,0.8400000000000001,-3581.0,0.039,0.053,0.835,9.25,20,69.0
1110,Calvin Harris,2017,6,107.12345679012346,0.7215185185185184,0.8423024691358025,-2811.5938271604937,0.0540925925925925,0.2684876543209876,0.5728765432098766,93.87654320987654,162,87.0
1111,Camila Cabello,2017,6,39.03448275862069,0.334,0.617,-5834.0,0.3829999999999999,0.334,0.603,161.9655172413793,29,83.0
1112,Carlos Vives,2017,6,182.125,0.736,0.964,-2147.0,0.129,0.198,0.953,18.875,8,75.0
1113,Cashmere Cat,2017,6,121.86206896551724,0.365,0.4129999999999999,-7369.0,0.051,0.103,0.125,79.13793103448276,29,56.0
1114,Chance the Rapper,2017,6,2.0,0.599,0.6670000000000001,-4267.0,0.037,0.053,0.8169999999999998,199.0,3,75.0
1115,Charlie Puth,2017,6,66.8103448275862,0.751,0.5945,-6242.5,0.0885,0.359,0.5645,134.18965517241378,58,81.0
1116,Cheat Codes,2017,6,99.42307692307692,0.6268846153846154,0.7200769230769232,-5356.096153846154,0.1198461538461538,0.0818846153846153,0.5883653846153846,101.57692307692308,52,67.0
1117,Childish Gambino,2017,6,38.51724137931034,0.745,0.356,-10425.0,0.094,0.172,0.607,162.48275862068965,29,81.0
1118,Chris Brown,2017,6,164.0,0.755,0.6,-6431.0,0.309,0.144,0.652,37.0,1,88.0
1119,Chris Jedi,2017,6,50.82758620689656,0.708,0.693,-5516.0,0.138,0.246,0.427,150.17241379310346,29,70.0
1120,Clean Bandit,2017,6,35.87931034482759,0.7134999999999999,0.6960000000000001,-4324.5,0.054,0.3325,0.5995,165.1206896551724,58,77.0
1121,Coldplay,2017,6,77.27659574468085,0.5895744680851064,0.5668297872340425,-6925.978723404255,0.0291489361702127,0.2985531914893617,0.3612553191489361,123.72340425531917,47,92.0
1122,DJ Khaled,2017,6,48.19230769230769,0.6069615384615386,0.7276153846153847,-3837.220512820513,0.0994358974358974,0.0409487179487179,0.6929615384615385,152.80769230769232,78,77.0
1123,DJ Snake,2017,6,97.03448275862068,0.4759999999999999,0.718,-5309.0,0.058,0.078,0.142,103.96551724137932,29,79.0
1124,DNCE,2017,6,200.0,0.774,0.764,-5445.0,0.052,0.156,0.912,1.0,1,69.0
1125,Daddy Yankee,2017,6,44.43103448275862,0.6895,0.837,-3461.5,0.0875,0.1725,0.852,156.56896551724137,58,87.0
1126,Daft Punk,2017,6,73.82758620689656,0.7270000000000001,0.7064999999999999,-6487.0,0.1999999999999999,0.2955,0.5599999999999999,127.17241379310344,58,82.0
1127,Danelle Sandoval,2017,6,70.48275862068965,0.841,0.639,-6052.0,0.069,0.016,0.675,130.51724137931035,29,55.0
1128,Danny Ocean,2017,6,31.24137931034483,0.7442068965517241,0.8029655172413793,-6327.413793103448,0.0682068965517241,0.0233103448275862,0.4281724137931034,169.75862068965515,29,79.0
1129,David Guetta,2017,6,96.73333333333332,0.5147777777777778,0.7200222222222223,-5529.022222222222,0.0809777777777777,0.1643111111111111,0.5687555555555556,104.26666666666668,45,90.0
1130,Desiigner,2017,6,191.58333333333331,0.576,0.766,-4943.0,0.449,0.028,0.236,9.416666666666666,24,63.0
1131,Don Omar,2017,6,175.24137931034485,0.761,0.82,-4003.0,0.062,0.125,0.619,25.75862068965517,29,84.0
1132,Drake,2017,6,81.63522012578616,0.8651635220125786,0.4911698113207547,-6819.912893081761,0.1388553459119496,0.083817610062893,0.3511320754716981,119.36477987421384,159,96.0
1133,Dua Lipa,2017,6,81.36111111111111,0.6145277777777777,0.6082500000000001,-6821.166666666667,0.0698611111111111,0.0810555555555555,0.2443888888888888,119.63888888888889,36,88.0
1134,Ed Sheeran,2017,6,100.4327731092437,0.653609243697479,0.5492605042016806,-4522.1460084033615,0.0557100840336134,0.347953781512605,0.500373949579832,100.5672268907563,238,89.0
1135,El Chacal,2017,6,177.68,0.7609999999999999,0.829,-3203.0,0.068,0.1669999999999999,0.813,23.32,25,59.0
1136,Ella Eyre,2017,6,119.10526315789474,0.708,0.868,-3287.0,0.043,0.031,0.72,81.89473684210526,19,67.0
1137,Ellie Goulding,2017,6,31.58620689655172,0.633,0.592,-7245.0,0.112,0.197,0.679,169.41379310344828,29,80.0
1138,Eminem,2017,6,196.23076923076923,0.692,0.744,-4565.0,0.257,0.009,0.0609999999999999,4.769230769230769,13,93.0
1139,Enrique Iglesias,2017,6,33.758620689655174,0.688,0.822,-3304.0,0.054,0.064,0.66,167.24137931034485,29,79.0
1140,Fall Out Boy,2017,6,164.0,0.318,0.914,-4147.0,0.279,0.001,0.323,37.0,1,80.0
1141,Felix Jaehn,2017,6,157.89655172413794,0.755,0.719,-5316.0,0.0419999999999999,0.001,0.813,43.10344827586207,29,75.0
1142,Fifth Harmony,2017,6,116.01754385964912,0.6688947368421053,0.5491403508771929,-6466.684210526316,0.0872105263157894,0.0602631578947368,0.4986842105263158,84.98245614035088,57,70.0
1143,French Montana,2017,6,6.586206896551724,0.726,0.769,-5043.0,0.123,0.029,0.7329999999999999,194.41379310344828,29,76.0
1144,Future,2017,6,98.76470588235294,0.669264705882353,0.5005686274509804,-8832.078431372549,0.2382941176470588,0.0534607843137254,0.2905980392156863,102.23529411764706,102,93.0
1145,G-Eazy,2017,6,89.48275862068965,0.565,0.771,-5.22,0.213,0.0049999999999999,0.573,111.51724137931036,29,79.0
1146,Galantis,2017,6,125.6896551724138,0.47,0.727,-5752.0,0.131,0.159,0.63,75.3103448275862,29,71.0
1147,Gavin James,2017,6,120.6206896551724,0.69,0.876,-4159.0,0.059,0.043,0.493,80.37931034482759,29,58.0
1148,Grey,2017,6,111.06896551724138,0.636,0.633,-4.23,0.126,0.371,0.512,89.93103448275862,29,29.0
1149,Gucci Mane,2017,6,133.77272727272728,0.6879696969696969,0.5865454545454546,-6132.227575757576,0.1122424242424242,0.0876363636363636,0.3752878787878788,67.22727272727273,66,78.0
1150,Hailee Steinfeld,2017,6,83.34482758620689,0.6955,0.6015,-3568.115,0.1075,0.2064999999999999,0.459,117.65517241379312,58,69.0
1151,Halsey,2017,6,82.0,0.6944719101123595,0.6230674157303371,-4746.163483146067,0.0358988764044943,0.1851685393258427,0.5274719101123595,119.0,89,83.0
1152,Harry Styles,2017,6,79.54761904761905,0.4884523809523809,0.4919285714285714,-2646.839761904762,0.0300714285714285,0.2502380952380952,0.2238571428571429,121.45238095238096,42,85.0
1153,Hight,2017,6,157.89655172413794,0.755,0.719,-5316.0,0.0419999999999999,0.001,0.813,43.10344827586207,29,63.0
1154,I Wroldsen,2017,6,188.0,0.728,0.858,-3866.0,0.046,0.264,0.638,13.0,1,62.0
1155,IAmChino,2017,6,177.68,0.7609999999999999,0.829,-3203.0,0.068,0.1669999999999999,0.813,23.32,25,56.0
1156,Imagine Dragons,2017,6,77.6076923076923,0.6271384615384615,0.7447153846153847,-5132.025692307692,0.0624153846153846,0.0360076923076923,0.4130999999999999,123.3923076923077,130,89.0
1157,ItaloBrothers,2017,6,164.27272727272728,0.755,0.7509999999999999,-4034.0,0.075,0.064,0.491,36.72727272727273,22,62.0
1158,J Balvin,2017,6,104.4695652173913,0.7168521739130435,0.7586260869565218,-3206.404695652174,0.1887652173913043,0.261104347826087,0.678104347826087,96.5304347826087,115,88.0
1159,JP Cooper,2017,6,173.92727272727274,0.6822727272727273,0.7441090909090909,-5358.927272727273,0.0418,0.2067818181818181,0.5534363636363636,27.072727272727278,55,66.0
1160,James Arthur,2017,6,110.27777777777776,0.5144814814814814,0.5505185185185185,-6826.703703703704,0.0543703703703703,0.5158333333333333,0.4870555555555555,90.72222222222224,54,82.0
1161,James Blunt,2017,6,61.51724137931034,0.653,0.81,-6032.0,0.056,0.118,0.583,139.48275862068965,29,73.0
1162,Jason Derulo,2017,6,10.172413793103448,0.696,0.817,-3862.0,0.109,0.075,0.782,190.8275862068965,29,79.0
1163,Jax Jones,2017,6,82.86666666666666,0.8734999999999999,0.6774666666666668,-5954.533333333334,0.1403,0.1607333333333333,0.6873666666666668,118.13333333333334,30,73.0
1164,Jhené Aiko,2017,6,124.6,0.822,0.502,-7.38,0.148,0.0309999999999999,0.525,76.4,15,80.0
1165,Jon Bellion,2017,6,188.2,0.617,0.567,-4188.0,0.083,0.058,0.505,12.8,5,67.0
1166,Jos Blue,2017,6,110.078125,0.734609375,0.803578125,-4548.84375,0.043265625,0.205640625,0.623546875,90.921875,64,21.0
1167,Jowell & Randy,2017,6,107.91304347826087,0.782,0.868,-1715.0,0.04,0.011,0.884,93.08695652173913,23,72.0
1168,Julia Michaels,2017,6,96.3125,0.7288125,0.5186666666666667,-6083.4375,0.1117083333333333,0.3073958333333333,0.4706875,104.6875,48,74.0
1169,Justin Bieber,2017,6,102.28571428571428,0.6080168067226891,0.6677310924369747,-5745.268907563025,0.1620168067226891,0.2991344537815126,0.4787478991596638,98.71428571428572,119,91.0
1170,Justin Timberlake,2017,6,126.41379310344828,0.666,0.83,-5715.0,0.075,0.012,0.7019999999999998,74.58620689655173,29,83.0
1171,KYLE,2017,6,53.96551724137931,0.746,0.653,-6745.0,0.289,0.378,0.6719999999999999,147.0344827586207,29,74.0
1172,Kamferdrops,2017,6,194.0,0.642,0.893,-4593.0,0.154,0.456,0.593,7.0,1,33.0
1173,Katy Perry,2017,6,85.48913043478261,0.6910978260869566,0.7628369565217391,-5544.510869565217,0.0922717391304348,0.0760326086956521,0.4945978260869565,115.5108695652174,92,86.0
1174,Kendrick Lamar,2017,6,89.21511627906976,0.7559244186046512,0.5974302325581395,-6742.063953488372,0.1921337209302325,0.1389186046511628,0.4953081395348837,111.78488372093024,172,91.0
1175,Khalid,2017,6,54.261538461538464,0.6910307692307692,0.5144615384615384,-9272.415384615384,0.2155538461538461,0.4225230769230769,0.3471538461538461,146.73846153846154,65,85.0
1176,Kiiara,2017,6,146.6,0.8699999999999999,0.502,-7497.0,0.055,0.549,0.673,54.4,10,61.0
1177,Kodak Black,2017,6,105.41379310344828,0.497,0.489,-7724.0,0.294,0.058,0.231,95.58620689655172,29,82.0
1178,Kygo,2017,6,27.41379310344828,0.6365000000000001,0.5625,-6920.5,0.0915,0.158,0.5970000000000001,173.58620689655172,58,82.0
1179,Kyla,2017,6,78.89655172413794,0.791,0.619,-5886.0,0.053,0.008,0.371,122.10344827586206,29,71.0
1180,Lady Gaga,2017,6,64.48275862068965,0.696,0.503,-4842.0,0.0359999999999999,0.075,0.559,136.51724137931035,29,92.0
1181,Lauren Jauregui,2017,6,110.0,0.6900000000000001,0.7862857142857144,-4738.285714285715,0.0562857142857142,0.01,0.2777142857142857,91.0,7,52.0
1182,Lauv,2017,6,97.03846153846152,0.752,0.505,-7621.0,0.253,0.535,0.419,103.96153846153848,26,77.0
1183,Liam Payne,2017,6,10.310344827586206,0.869,0.485,-5595.0,0.055,0.246,0.527,190.68965517241375,29,73.0
1184,Lil Kleine,2017,6,192.0,0.94,0.803,-4057.0,0.113,0.537,0.89,9.0,1,66.0
1185,Lil Uzi Vert,2017,6,92.75862068965516,0.7585000000000001,0.6849999999999999,-6516.5,0.2425,0.0085,0.4395,108.24137931034484,58,87.0
1186,Lil Wayne,2017,6,138.0,0.5311,0.7503,-4344.7,0.233,0.1944,0.7624,63.0,10,88.0
1187,Little Mix,2017,6,173.96969696969697,0.599909090909091,0.7443636363636363,-4094.636363636364,0.1354545454545454,0.0336363636363636,0.5304545454545455,27.03030303030303,33,74.0
1188,Logic,2017,6,46.5,0.6288333333333332,0.5861999999999999,-7725.333333333333,0.0494333333333333,0.5554,0.3708666666666666,154.5,30,75.0
1189,Lord Huron,2017,6,136.6551724137931,0.443,0.369,-9514.0,0.044,0.969,0.099,64.34482758620689,29,78.0
1190,Lorde,2017,6,123.22727272727272,0.6232818181818183,0.5084090909090909,-8046.646272727273,0.0823090909090909,0.1938454545454545,0.3018090909090909,77.77272727272727,110,15.0
1191,Louis Tomlinson,2017,6,191.14285714285717,0.647,0.932,-3515.0,0.082,0.004,0.374,9.857142857142858,7,68.0
1192,Luis Fonsi,2017,6,6.172413793103448,0.6769999999999999,0.8005,-4542.5,0.145,0.219,0.8294999999999999,194.8275862068965,58,75.0
1193,Lukas Graham,2017,6,196.5,0.742,0.479,-5.83,0.055,0.29,0.346,4.5,2,71.0
1194,Machine Gun Kelly,2017,6,196.0,0.697,0.691,-4757.0,0.146,0.214,0.305,5.0,2,21.0
1195,Macklemore,2017,6,198.0,0.731,0.794,-5126.0,0.052,0.032,0.356,3.0,1,78.0
1196,Maggie Lindemann,2017,6,24.20689655172414,0.7030000000000001,0.868,-4661.0,0.029,0.15,0.7329999999999999,176.79310344827587,29,62.0
1197,Major Lazer,2017,6,129.4495412844037,0.7146422018348624,0.7941284403669725,-4118.614678899083,0.0685137614678899,0.076394495412844,0.4875596330275229,71.55045871559633,109,77.0
1198,Maluma,2017,6,28.766666666666666,0.7541666666666667,0.7860666666666667,-4548.1,0.1446666666666666,0.2277,0.7386,172.23333333333332,30,87.0
1199,Manuel Turizo,2017,6,126.1851851851852,0.788,0.477,-7348.0,0.0429999999999999,0.549,0.86,74.81481481481481,27,84.0
1200,Maroon 5,2017,6,134.48275862068965,0.743,0.669,-6205.5,0.097,0.2385,0.472,66.51724137931035,58,87.0
1201,Martin Garrix,2017,6,69.35632183908046,0.5616666666666666,0.5563333333333333,-7210.0,0.0513333333333333,0.091,0.1736666666666666,131.64367816091954,87,77.0
1202,Martin Jensen,2017,6,79.58620689655173,0.744,0.836,-2396.0,0.051,0.044,0.36,121.41379310344828,29,62.0
1203,Martin Solveig,2017,6,188.0,0.728,0.858,-3866.0,0.046,0.264,0.638,13.0,1,63.0
1204,Matoma,2017,6,180.22727272727272,0.5465909090909091,0.8043636363636364,-5280.045454545455,0.0361363636363636,0.0038636363636363,0.4493636363636364,20.772727272727277,22,63.0
1205,Metro Boomin,2017,6,78.42857142857143,0.913,0.4979999999999999,-10742.0,0.165,0.083,0.217,122.57142857142856,7,90.0
1206,Migos,2017,6,102.85593220338984,0.8788983050847459,0.7062796610169492,-5149.830508474576,0.1974491525423728,0.1828050847457627,0.4847542372881356,98.14406779661016,118,77.0
1207,Mike Posner,2017,6,139.86666666666667,0.6619333333333334,0.7072333333333333,-6616.833333333333,0.1168333333333333,0.0387333333333333,0.6941333333333333,61.13333333333333,30,71.0
1208,Miley Cyrus,2017,6,23.03448275862069,0.565,0.782,-6413.0,0.051,0.058,0.4,177.9655172413793,29,84.0
1209,Mobb Deep,2017,6,179.0,0.763,0.786,-6472.0,0.229,0.015,0.504,22.0,1,68.0
1210,Moon Taxi,2017,6,165.0,0.649,0.762,-5153.0,0.045,0.085,0.48,36.0,6,49.0
1211,MØ,2017,6,120.17241379310344,0.763,0.671,-4029.0,0.1,0.401,0.602,80.82758620689656,29,1.0
1212,Niall Horan,2017,6,33.27586206896552,0.728,0.426,-6.69,0.051,0.014,0.844,167.72413793103448,29,77.0
1213,Nick Jos,2017,6,180.0,0.631,0.54,-5742.0,0.257,0.147,0.814,21.0,1,16.0
1214,Nicki Minaj,2017,6,84.39655172413794,0.741948275862069,0.727155172413793,-5544.724137931034,0.151051724137931,0.0303965517241379,0.5683965517241379,116.60344827586206,58,87.0
1215,Nicky Jam,2017,6,106.65517241379312,0.684,0.711,-5327.0,0.068,0.2234999999999999,0.759,94.34482758620688,58,82.0
1216,Oasis,2017,6,183.3846153846154,0.3740769230769231,0.8992307692307692,-4002.230769230769,0.0428461538461538,0.0054615384615384,0.4579999999999999,17.615384615384617,13,81.0
1217,Ofenbach,2017,6,159.9655172413793,0.779,0.666,-7361.0,0.048,0.194,0.507,41.03448275862069,29,74.0
1218,Offset,2017,6,78.42857142857143,0.913,0.4979999999999999,-10742.0,0.165,0.083,0.217,122.57142857142856,7,79.0
1219,OneRepublic,2017,6,78.10344827586206,0.71,0.73,-4001.0,0.061,0.057,0.48,122.89655172413794,29,84.0
1220,Ozuna,2017,6,66.96551724137932,0.71875,0.7245,-2825.3025,0.0759999999999999,0.148,0.71675,134.0344827586207,116,87.0
1221,Paramore,2017,6,187.0,0.695,0.818,-5379.0,0.033,0.006,0.916,14.0,1,80.0
1222,Pharrell Williams,2017,6,165.75862068965515,0.508,0.687,-4361.0,0.326,0.551,0.555,35.241379310344826,29,82.0
1223,Piso 21,2017,6,140.75862068965515,0.742,0.8235,-1916.48,0.0545,0.291,0.6204999999999999,60.241379310344826,58,77.0
1224,Pitbull,2017,6,66.86206896551724,0.489,0.962,-2597.0,0.215,0.028,0.518,134.13793103448276,29,86.0
1225,Playboi Carti,2017,6,119.3103448275862,0.788,0.601,-6995.0,0.27,0.0124999999999999,0.4605,81.6896551724138,58,90.0
1226,Post Malone,2017,6,111.22388059701493,0.654179104477612,0.6581492537313434,-6233.3432835820895,0.0418805970149253,0.2245373134328358,0.3637611940298507,89.77611940298507,67,91.0
1227,Quavo,2017,6,46.32631578947368,0.8028736842105263,0.5906210526315789,-5627.694947368421,0.1221157894736842,0.1620105263157894,0.4631789473684211,154.67368421052632,95,81.0
1228,RAYE,2017,6,103.30555555555556,0.8419444444444444,0.6830833333333334,-5623.472222222223,0.1179166666666666,0.1462222222222222,0.6731666666666667,97.69444444444444,36,79.0
1229,Rae Sremmurd,2017,6,158.03703703703704,0.7333148148148149,0.4612222222222222,-7857.888888888889,0.0612407407407407,0.1731481481481481,0.2535,42.96296296296296,54,72.0
1230,Rag'n'Bone Man,2017,6,195.42857142857144,0.602,0.707,-4097.0,0.302,0.393,0.554,5.571428571428571,7,1.0
1231,Ricky Martin,2017,6,138.6551724137931,0.663,0.92,-4.07,0.226,0.004,0.533,62.3448275862069,29,73.0
1232,Rihanna,2017,6,184.2962962962963,0.509,0.637,-4.83,0.0469999999999999,0.072,0.378,16.703703703703702,27,92.0
1233,Rita Ora,2017,6,42.13793103448276,0.855,0.624,-4093.0,0.049,0.158,0.962,158.86206896551724,29,73.0
1234,Robin Schulz,2017,6,116.51923076923076,0.5778076923076922,0.799826923076923,-5683.461538461538,0.0763461538461538,0.1153461538461538,0.5816730769230769,84.48076923076923,52,79.0
1235,Rudimental,2017,6,153.0,0.619,0.858,-5.28,0.093,0.008,0.23,48.0,1,71.0
1236,SZA,2017,6,166.42105263157896,0.795,0.594,-6.2,0.075,0.112,0.409,34.578947368421055,19,15.0
1237,Sam Hunt,2017,6,74.17241379310344,0.732,0.458,-7225.0,0.031,0.447,0.661,126.82758620689656,29,70.0
1238,Sean Paul,2017,6,193.0,0.741,0.891,-2824.0,0.119,0.044,0.449,8.0,7,82.0
1239,Sebastian Yatra,2017,6,160.5,0.7605000000000001,0.795,-3803.5,0.073,0.1159999999999999,0.656,40.5,58,80.0
1240,Selena Gomez,2017,6,25.655172413793103,0.953,0.41,-6543.0,0.071,0.175,0.718,175.3448275862069,29,83.0
1241,Shaggy,2017,6,191.75,0.724,0.8400000000000001,-3581.0,0.039,0.053,0.835,9.25,20,74.0
1242,Shakira,2017,6,91.04545454545456,0.7887272727272727,0.8427272727272727,-2532.787878787879,0.0960454545454545,0.1909696969696969,0.930590909090909,109.95454545454544,66,88.0
1243,Shawn Hook,2017,6,115.96551724137932,0.5987586206896552,0.5519655172413793,-4855.379310344828,0.0406206896551724,0.1134137931034482,0.2645862068965517,85.03448275862068,29,40.0
1244,Shawn Mendes,2017,6,99.44827586206895,0.65,0.7610000000000001,-4353.666666666667,0.1403333333333333,0.2136666666666666,0.7203333333333333,101.55172413793105,87,85.0
1245,Shelley FKA DRAM,2017,6,169.13333333333333,0.8805333333333334,0.5338333333333334,-169.377,0.1346666666666666,0.2332,0.6988666666666666,31.866666666666667,30,6.0
1246,Sia,2017,6,152.9655172413793,0.628,0.698,-5608.0,0.105,0.047,0.732,48.03448275862069,29,15.0
1247,Sigala,2017,6,119.10526315789474,0.708,0.868,-3287.0,0.043,0.031,0.72,81.89473684210526,19,68.0
1248,Skip Marley,2017,6,108.72413793103448,0.4477931034482759,0.8001724137931036,-5363.206896551724,0.1640689655172413,0.0746551724137931,0.4628275862068965,92.27586206896552,29,58.0
1249,Sky Rompiendo,2017,6,165.75862068965515,0.508,0.687,-4361.0,0.326,0.551,0.555,35.241379310344826,29,70.0
1250,Starley,2017,6,85.6896551724138,0.67,0.839,-4023.0,0.0359999999999999,0.061,0.726,115.3103448275862,29,56.0
1251,Steve Aoki,2017,6,191.14285714285717,0.647,0.932,-3515.0,0.082,0.004,0.374,9.857142857142858,7,73.0
1252,Swae Lee,2017,6,6.586206896551724,0.726,0.769,-5043.0,0.123,0.029,0.7329999999999999,194.41379310344828,29,81.0
1253,Taylor Swift,2017,6,109.24074074074076,0.6958518518518518,0.5912037037037037,-7213.148148148148,0.0809259259259259,0.0655555555555555,0.3241481481481481,91.75925925925924,54,100.0
1254,The Chainsmokers,2017,6,73.5078125,0.65125,0.6346875,-6603.9609375,0.0690078125,0.168671875,0.4057890625,127.4921875,128,83.0
1255,The Killers,2017,6,162.0,0.484,0.933,-1280.87,0.1015,0.0395,0.353,39.0,2,79.0
1256,The Vamps,2017,6,180.22727272727272,0.5465909090909091,0.8043636363636364,-5280.045454545455,0.0361363636363636,0.0038636363636363,0.4493636363636364,20.772727272727277,22,67.0
1257,The Weeknd,2017,6,73.82758620689656,0.7270000000000001,0.7064999999999999,-6487.0,0.1999999999999999,0.2955,0.5599999999999999,127.17241379310344,58,96.0
1258,Travis Scott,2017,6,90.65254237288136,0.829313559322034,0.5702203389830509,-3955.6541525423727,0.1963050847457627,0.0740084745762711,0.2993474576271187,110.34745762711864,118,94.0
1259,Trey Songz,2017,6,124.6,0.822,0.502,-7.38,0.148,0.0309999999999999,0.525,76.4,15,71.0
1260,Troye Sivan,2017,6,19.20689655172414,0.611,0.644,-7607.0,0.055,0.124,0.13,181.79310344827587,29,79.0
1261,Twenty One Pilots,2017,6,177.91860465116278,0.7043488372093023,0.5804767441860466,-6810.058139534884,0.0700232558139534,0.0464418604651162,0.5875813953488372,23.08139534883721,86,83.0
1262,Ty Dolla $ign,2017,6,124.6,0.822,0.502,-7.38,0.148,0.0309999999999999,0.525,76.4,15,84.0
1263,"Tyler, The Creator",2017,6,142.0,0.593,0.5475,-8356.5,0.318,0.1915,0.2204999999999999,59.0,2,95.0
1264,Vanessa Hudgens,2017,6,115.96551724137932,0.5987586206896552,0.5519655172413793,-4855.379310344828,0.0406206896551724,0.1134137931034482,0.2645862068965517,85.03448275862068,29,63.0
1265,Vice,2017,6,172.0,0.741,0.559,-7775.0,0.03,0.007,0.466,29.0,1,79.0
1266,William Singe,2017,6,16.862068965517242,0.7392758620689656,0.7917241379310345,-4232.551724137931,0.0426896551724137,0.0940344827586206,0.5443793103448276,184.1379310344828,29,60.0
1267,Willy William,2017,6,52.0,0.543,0.677,-4915.0,0.099,0.015,0.294,149.0,1,66.0
